net,length_um
net6,5.97
net9,5.97
net2,5.29
net4,5.29
net3,4.61
net5,4.61
net7,4.61
net14,4.61
net8,4.61
net10,4.61
net11,4.61
net12,4.61
net13,4.61
net1,4.61
